source,host_response_time,host_acceptance_rate,host_is_superhost,host_listings_count,host_has_profile_pic,property_type,room_type,accommodates,bedrooms,beds,price,minimum_nights,maximum_nights,minimum_minimum_nights,maximum_minimum_nights,minimum_maximum_nights,maximum_maximum_nights,minimum_nights_avg_ntm,maximum_nights_avg_ntm,calendar_updated,has_availability,availability_365,number_of_reviews,review_scores_rating,instant_bookable,calculated_host_listings_count,calculated_host_listings_count_entire_homes
city scrape,within an hour,100%,f,2,t,Entire condo,Entire home/apt,4,2,2,$914.00,2,365,2,2,1125,1125,2,1125,,t,320,0,,f,1,1
city scrape,within an hour,99%,t,26,t,Entire serviced apartment,Entire home/apt,2,1,1,"$1,029.00",2,100,2,2,1125,1125,2,1125,,t,209,17,4.88,f,25,25
previous scrape,N/A,67%,f,1,t,Entire condo,Entire home/apt,2,1,1,"$1,025.00",3,31,3,3,31,31,3,31,,t,0,1,5,f,1,1
city scrape,within a few hours,60%,f,98,t,Private room in casa particular,Private room,1,,1,$225.00,7,365,7,7,365,365,7,365,,t,365,2,5,f,97,0
city scrape,within a few hours,60%,f,98,t,Private room in casa particular,Private room,2,,2,$200.00,7,365,7,7,365,365,7,365,,t,364,0,,f,97,0
city scrape,within an hour,100%,t,6,t,Private room in rental unit,Private room,1,,1,$295.00,1,365,1,2,1125,1125,1.1,1125,,t,170,43,4.81,t,6,2
city scrape,within a day,97%,t,4,t,Entire townhouse,Entire home/apt,2,1,1,$565.00,1,365,1,1,365,365,1,365,,t,194,49,4.86,f,4,2
city scrape,within a day,100%,f,1,t,Entire rental unit,Entire home/apt,3,1,1,"$1,300.00",1,365,1,1,365,365,1,365,,t,296,6,5,f,1,1
city scrape,within an hour,99%,t,100,t,Entire condo,Entire home/apt,6,2,3,"$1,673.00",4,365,3,4,1125,1125,4,1125,,t,107,24,4.96,f,70,70
city scrape,within an hour,100%,t,37,t,Entire rental unit,Entire home/apt,6,3,3,"$2,340.00",1,365,1,3,1125,1125,1.1,1125,,t,334,62,4.89,t,37,37
city scrape,within an hour,85%,f,5,t,Entire rental unit,Entire home/apt,4,2,2,"$1,100.00",2,365,2,2,365,365,2,365,,t,360,6,4.5,f,4,4
city scrape,within an hour,77%,t,1,t,Entire serviced apartment,Entire home/apt,5,2,2,"$1,120.00",3,1125,3,3,1125,1125,3,1125,,t,314,11,4.82,f,1,1
city scrape,within an hour,99%,f,4,t,Private room in rental unit,Private room,2,,1,$329.00,1,1125,1,1,1125,1125,1,1125,,t,348,3,4.67,f,4,0
city scrape,within an hour,100%,t,37,t,Entire condo,Entire home/apt,6,3,4,"$3,185.00",1,365,1,3,1125,1125,1.1,1125,,t,327,37,4.97,t,37,37
city scrape,within an hour,97%,t,13,t,Entire loft,Entire home/apt,5,2,3,"$2,671.00",1,60,1,2,1125,1125,2,1125,,t,1,8,4.75,t,5,5
city scrape,within an hour,97%,t,13,t,Entire rental unit,Entire home/apt,4,2,2,"$2,881.00",1,90,1,2,2,1125,2,1109.5,,t,336,3,4.67,t,5,5
city scrape,within an hour,100%,t,37,t,Entire rental unit,Entire home/apt,3,2,2,"$1,451.00",1,365,1,3,1125,1125,1.1,1125,,t,349,31,4.97,t,37,37
city scrape,within an hour,100%,t,1,t,Entire serviced apartment,Entire home/apt,4,2,2,"$1,056.00",2,1125,2,2,1125,1125,2,1125,,t,294,39,4.82,f,1,1
city scrape,within an hour,100%,,7,t,Entire condo,Entire home/apt,3,1,2,"$1,252.00",2,15,2,3,1125,1125,2,1125,,t,108,45,4.98,f,2,2
city scrape,within an hour,100%,f,1,t,Entire condo,Entire home/apt,6,3,2,"$1,800.00",2,365,2,2,1125,1125,2,1125,,t,365,4,5,t,1,1
city scrape,within an hour,100%,t,2,t,Private room in condo,Private room,1,,1,$400.00,2,1125,2,2,1125,1125,2,1125,,t,265,14,4.93,f,2,0
previous scrape,within an hour,58%,f,1,t,Entire rental unit,Entire home/apt,2,1,1,$800.00,1,40,1,1,40,40,1,40,,t,0,4,4.75,f,1,1
city scrape,within an hour,98%,f,42,t,Entire condo,Entire home/apt,4,1,2,$717.00,1,365,1,3,1125,1125,1.1,1125,,t,350,29,4.76,t,42,42
city scrape,within a few hours,69%,f,1,t,Entire vacation home,Entire home/apt,4,1,2,$777.00,3,365,3,3,365,365,3,365,,t,325,4,5,f,1,1
city scrape,within a few hours,99%,f,5,t,Private room in rental unit,Private room,2,,1,$451.00,2,365,2,2,1125,1125,2,1125,,t,339,16,4.25,t,4,1
city scrape,within a few hours,70%,t,2,t,Private room in serviced apartment,Private room,1,1,1,$370.00,5,35,5,5,35,35,5,35,,t,338,9,4.89,f,2,0
city scrape,within a day,79%,f,2,t,Entire condo,Entire home/apt,5,3,7,"$2,000.00",15,40,15,15,40,40,15,40,,t,315,1,5,f,2,1
city scrape,within a few hours,100%,f,7,t,Room in hotel,Private room,2,1,1,$420.00,2,90,2,2,60,90,2,88.9,,t,163,8,3.5,f,7,0
previous scrape,N/A,92%,f,2,t,Private room in casa particular,Private room,2,,1,$300.00,1,365,1,1,365,365,1,365,,t,0,3,5,t,2,0
city scrape,N/A,N/A,f,1,f,Private room in rental unit,Private room,2,,1,"$1,900.00",1,365,1,1,365,365,1,365,,t,358,0,,f,1,0
city scrape,within an hour,100%,t,97,t,Entire loft,Entire home/apt,2,1,1,$784.00,1,30,1,1,1125,1125,1,1125,,t,83,69,4.91,f,96,76
city scrape,N/A,N/A,f,3,t,Private room in guest suite,Private room,2,,1,$470.00,2,1125,2,2,1125,1125,2,1125,,t,325,16,4.81,f,3,0
city scrape,within a day,77%,f,2,t,Private room in rental unit,Private room,1,,2,$278.00,1,1125,1,1,1125,1125,1,1125,,t,365,2,3,f,2,0
city scrape,N/A,N/A,f,3,t,Private room in guest suite,Private room,3,,2,$391.00,2,1125,2,2,1125,1125,2,1125,,t,327,13,4.92,f,3,0
city scrape,within an hour,96%,t,2,t,Entire condo,Entire home/apt,10,3,6,"$3,200.00",1,365,1,1,365,365,1,365,,t,350,29,4.83,t,1,1
city scrape,within an hour,100%,f,1,t,Private room in casa particular,Private room,2,,1,$398.00,1,1125,1,1,1125,1125,1,1125,,t,353,4,5,t,1,0
city scrape,a few days or more,100%,f,1,t,Private room in serviced apartment,Private room,1,1,1,$664.00,1,365,1,1,365,365,1,365,,t,266,1,5,t,1,0
city scrape,within an hour,91%,f,2,t,Entire vacation home,Entire home/apt,3,1,1,"$2,250.00",2,1125,2,2,1125,1125,2,1125,,t,336,5,5,f,1,1
city scrape,within an hour,100%,t,216,t,Entire condo,Entire home/apt,4,,2,$550.00,1,365,1,1,365,365,1,365,,t,315,34,4.82,t,25,25
city scrape,a few days or more,29%,f,1,t,Tiny home,Entire home/apt,6,2,3,"$3,500.00",1,365,1,1,365,365,1,365,,t,365,1,4,f,1,1
previous scrape,N/A,44%,f,1,t,Entire serviced apartment,Entire home/apt,4,2,2,"$1,500.00",5,365,5,5,1125,1125,5,1125,,t,0,1,4,f,1,1
city scrape,within an hour,99%,t,484,t,Entire rental unit,Entire home/apt,3,1,2,"$1,615.00",1,1120,1,1,1125,1125,1,1125,,t,350,36,4.94,t,280,276
city scrape,within an hour,100%,t,216,t,Entire condo,Entire home/apt,4,,2,$550.00,1,365,1,1,365,365,1,365,,t,324,48,4.81,t,25,25
city scrape,within an hour,100%,t,4,t,Private room in home,Private room,2,,1,"$1,186.00",1,365,1,1,365,365,1,365,,t,313,15,4.87,t,4,0
city scrape,within an hour,100%,t,216,t,Entire condo,Entire home/apt,4,,2,$550.00,1,365,1,1,365,365,1,365,,t,264,23,4.87,t,25,25
city scrape,within an hour,100%,t,216,t,Entire condo,Entire home/apt,4,,2,$550.00,1,365,1,1,365,365,1,365,,t,264,27,4.85,t,25,25
city scrape,within an hour,100%,t,1,t,Private room in rental unit,Private room,1,,1,$235.00,1,1125,1,1,1125,1125,1,1125,,t,248,34,4.76,f,1,0
city scrape,within an hour,100%,f,19,t,Entire loft,Entire home/apt,2,1,1,$790.00,2,365,2,8,1125,1125,6.6,1125,,t,341,15,4.6,t,19,19
city scrape,within an hour,100%,t,3,t,Private room in guest suite,Private room,1,,1,$820.00,1,365,1,1,365,365,1,365,,t,347,10,4.8,f,3,0
city scrape,N/A,100%,f,1,f,Private room in rental unit,Private room,1,,1,$195.00,7,1125,7,7,1125,1125,7,1125,,t,265,0,,f,1,0
city scrape,within an hour,100%,,7,t,Entire condo,Entire home/apt,3,1,1,$650.00,1,365,1,2,1125,1125,1.3,1125,,t,169,37,4.84,f,2,2
city scrape,within an hour,100%,t,216,t,Entire condo,Entire home/apt,4,,2,$550.00,1,365,1,1,365,365,1,365,,t,336,40,4.88,t,25,25
city scrape,within an hour,100%,f,1,t,Entire condo,Entire home/apt,10,3,5,"$1,820.00",2,1125,1,2,1125,1125,2,1125,,t,0,41,4.83,f,1,1
city scrape,within an hour,100%,f,2,t,Entire loft,Entire home/apt,2,1,1,$600.00,2,365,2,2,365,365,2,365,,t,353,16,4.75,t,2,2
city scrape,within an hour,89%,t,1,t,Private room in rental unit,Private room,2,,1,$690.00,2,30,2,2,30,30,2,30,,t,89,16,4.94,f,1,0
city scrape,within a few hours,90%,f,3,t,Entire home,Entire home/apt,2,1,1,"$1,608.00",2,30,2,2,30,30,2,30,,t,141,23,4.91,f,3,3
city scrape,within an hour,100%,t,216,t,Entire condo,Entire home/apt,4,,2,$550.00,1,365,1,1,365,365,1,365,,t,337,46,4.8,t,25,25
city scrape,within an hour,100%,t,1,t,Casa particular,Entire home/apt,2,1,1,$345.00,1,365,1,1,365,365,1,365,,t,256,17,4.88,t,1,1
city scrape,within an hour,100%,f,1,t,Casa particular,Entire home/apt,2,2,1,$464.00,1,365,1,1,365,365,1,365,,t,364,13,4.15,t,1,1
city scrape,within an hour,100%,t,216,t,Entire condo,Entire home/apt,4,,2,$550.00,1,365,1,1,365,365,1,365,,t,328,42,4.71,t,25,25
city scrape,within a day,55%,f,3,t,Private room in condo,Private room,1,,1,$280.00,3,1125,3,3,1125,1125,3,1125,,t,234,1,5,f,3,0
city scrape,within a few hours,89%,f,2,t,Entire loft,Entire home/apt,2,1,1,$990.00,2,1125,2,2,1125,1125,2,1125,,t,365,3,4.67,f,2,2
city scrape,within an hour,100%,t,41,t,Entire condo,Entire home/apt,5,2,2,"$1,821.00",1,365,1,1,1125,1125,1,1125,,t,315,15,4.87,t,40,40
city scrape,within an hour,100%,t,216,t,Entire condo,Entire home/apt,4,,2,$650.00,1,365,1,1,365,365,1,365,,t,332,28,4.86,t,25,25
city scrape,within an hour,100%,t,97,t,Entire loft,Entire home/apt,3,1,1,$842.00,1,30,1,1,1125,1125,1,1125,,t,80,68,4.85,f,96,76
city scrape,within an hour,100%,t,97,t,Entire loft,Entire home/apt,2,1,1,$919.00,1,30,1,1,1125,1125,1,1125,,t,86,54,4.85,f,96,76
city scrape,within an hour,99%,t,17,t,Entire condo,Entire home/apt,8,3,4,"$3,250.00",2,90,2,3,1125,1125,2.1,1125,,t,88,4,5,f,17,17
city scrape,within an hour,100%,t,32,t,Entire vacation home,Entire home/apt,8,3,5,"$1,450.00",1,1125,1,2,1125,1125,1.4,1125,,t,301,19,4.95,t,23,23
city scrape,within an hour,100%,f,19,t,Entire loft,Entire home/apt,2,1,1,$846.00,2,365,2,8,1125,1125,6.6,1125,,t,361,27,4.85,t,19,19
city scrape,within an hour,99%,t,17,t,Entire condo,Entire home/apt,10,3,5,"$3,586.00",2,90,2,3,1125,1125,2.1,1125,,t,108,16,5,f,17,17
city scrape,within an hour,100%,t,216,t,Entire condo,Entire home/apt,4,,2,$650.00,1,365,1,1,365,365,1,365,,t,337,22,4.73,t,25,25
city scrape,N/A,99%,f,3,t,Room in hotel,Private room,2,1,1,$493.00,1,365,1,1,1125,1125,1,1125,,t,224,10,4.1,t,3,0
city scrape,within a few hours,42%,f,1,t,Private room in rental unit,Private room,1,,1,$357.00,2,1125,2,2,1125,1125,2,1125,,t,365,0,,f,1,0
city scrape,within an hour,100%,,6,t,Entire condo,Entire home/apt,5,2,3,"$2,634.00",2,365,2,2,1125,1125,2,1125,,t,0,27,4.93,t,5,5
city scrape,within an hour,100%,t,2,t,Private room in vacation home,Private room,6,,1,$271.00,1,1125,1,1,1125,1125,1,1125,,t,355,17,4.82,t,2,0
city scrape,within a few hours,89%,f,3,t,Private room in rental unit,Private room,2,,1,$331.00,10,90,10,10,1125,1125,10,1125,,t,272,0,,t,3,0
city scrape,within an hour,100%,f,1,t,Entire condo,Entire home/apt,4,1,2,$800.00,3,90,3,3,1125,1125,3,1125,,t,125,23,4.78,f,1,1
city scrape,within a few hours,47%,f,2,t,Private room in rental unit,Private room,2,,1,$694.00,1,30,1,1,30,30,1,30,,t,89,6,5,f,2,0
city scrape,within a few hours,100%,f,2,t,Tiny home,Entire home/apt,4,2,2,$897.00,2,1125,2,2,1125,1125,2,1125,,t,365,3,5,t,2,2
city scrape,within a few hours,89%,f,2,t,Entire loft,Entire home/apt,2,1,1,$990.00,2,1125,2,2,1125,1125,2,1125,,t,364,3,5,f,2,2
city scrape,within an hour,97%,t,6,t,Private room in rental unit,Private room,2,,1,$750.00,1,150,1,1,1125,1125,1,1125,,t,170,4,4.75,f,6,0
city scrape,within an hour,97%,t,6,t,Private room in rental unit,Private room,1,,1,$650.00,1,90,1,1,1125,1125,1,1125,,t,365,5,4.8,t,6,0
city scrape,within an hour,99%,f,30,t,Entire rental unit,Entire home/apt,6,2,3,"$1,159.00",2,1125,2,2,1125,1125,2,1125,,t,346,15,4.73,t,29,29
city scrape,within an hour,97%,t,6,t,Private room in rental unit,Private room,1,,1,$700.00,1,90,1,1,1125,1125,1,1125,,t,265,3,5,t,6,0
city scrape,within an hour,100%,t,16,t,Entire rental unit,Entire home/apt,4,2,2,"$1,166.00",1,365,1,3,1125,1125,1.1,1125,,t,71,31,4.52,t,6,6
city scrape,within an hour,100%,f,10,t,Private room in townhouse,Private room,16,,1,$450.00,1,365,1,1,365,365,1,365,,t,361,0,,f,6,0
city scrape,within a day,93%,t,1,t,Entire condo,Entire home/apt,2,1,1,$900.00,2,14,2,2,14,14,2,14,,t,355,17,4.94,f,1,1
city scrape,within an hour,100%,t,5,t,Entire condo,Entire home/apt,4,2,2,"$1,800.00",4,90,2,5,1125,1125,4,1125,,t,71,15,5,t,5,5
city scrape,within an hour,71%,f,4,t,Private room in home,Private room,1,,1,$260.00,2,365,2,2,365,365,2,365,,t,355,4,3.25,f,3,0
city scrape,N/A,N/A,f,20,t,Entire condo,Entire home/apt,6,2,3,"$1,200.00",2,365,2,2,365,365,2,365,,t,71,7,4.57,f,10,10
city scrape,within an hour,100%,f,1,t,Entire condo,Entire home/apt,6,3,4,"$3,240.00",2,90,2,2,1125,1125,2,1125,,t,125,14,4.79,t,1,1
city scrape,N/A,96%,f,1,t,Private room in rental unit,Private room,1,,1,$750.00,7,365,7,7,1125,1125,7,1125,,t,204,11,5,f,1,0
city scrape,within a day,60%,f,2,t,Private room in rental unit,Private room,2,1,1,"$1,804.00",3,5,3,3,1125,1125,3,1125,,t,177,0,,t,2,1
previous scrape,within an hour,99%,f,5,t,Entire condo,Entire home/apt,4,2,2,"$1,300.00",3,1125,3,3,1125,1125,3,1125,,t,0,3,4.67,t,3,2
city scrape,within an hour,100%,,8,t,Entire rental unit,Entire home/apt,4,2,2,"$1,672.00",2,1125,1,2,1125,1125,2,1125,,t,226,46,4.96,f,1,1
city scrape,a few days or more,25%,f,1,t,Private room in rental unit,Private room,2,,1,$750.00,7,30,7,7,30,30,7,30,,t,364,1,5,f,1,0
city scrape,within a day,89%,t,1,t,Entire condo,Entire home/apt,6,2,3,"$2,706.00",3,180,3,3,180,180,3,180,,t,254,10,5,f,1,1
city scrape,within an hour,60%,f,2,t,Private room in rental unit,Private room,1,,1,$600.00,3,1125,3,3,1125,1125,3,1125,,t,365,2,5,f,2,1
city scrape,within an hour,60%,f,2,t,Entire rental unit,Entire home/apt,4,1,2,"$1,000.00",3,1125,3,3,1125,1125,3,1125,,t,364,2,5,f,2,1
city scrape,within a few hours,96%,f,3,t,Private room in guest suite,Private room,2,,1,$850.00,1,1125,1,1,1125,1125,1,1125,,t,165,25,4.88,f,3,0
city scrape,N/A,N/A,f,1,t,Private room in hut,Private room,2,,1,$600.00,1,365,1,1,365,365,1,365,,t,365,0,,f,1,0
city scrape,within a few hours,94%,t,2,t,Private room in rental unit,Private room,1,,1,$350.00,3,31,3,3,31,31,3,31,,t,41,3,4.67,f,2,0
city scrape,within an hour,100%,t,4,t,Entire condo,Entire home/apt,5,2,3,"$1,349.00",1,1125,1,2,1125,1125,1.1,1125,,t,160,35,4.89,f,3,3
city scrape,within an hour,100%,f,1,t,Private room in serviced apartment,Private room,2,1,3,$321.00,1,1125,1,1,1125,1125,1,1125,,t,265,12,4.42,t,1,0
city scrape,within an hour,96%,f,2,t,Private room in condo,Private room,2,1,1,$469.00,1,1125,1,1,1125,1125,1,1125,,t,331,12,4.92,f,2,0
city scrape,within an hour,99%,t,18,t,Entire rental unit,Entire home/apt,5,2,2,"$1,314.00",1,365,1,1,1125,1125,1,1125,,t,289,3,5,t,16,16
city scrape,a few days or more,100%,f,1,f,Shared room in hostel,Shared room,1,,1,$928.00,1,30,1,1,30,30,1,30,,t,365,0,,f,1,0
city scrape,within an hour,100%,f,6,t,Private room in serviced apartment,Private room,2,1,1,$400.00,2,365,2,2,1125,1125,2,1125,,t,356,7,4,t,5,1
city scrape,within an hour,99%,t,1,t,Entire condo,Entire home/apt,4,2,2,$850.00,2,1125,1,2,1125,1125,2,1125,,t,169,27,4.89,f,1,1
city scrape,within an hour,100%,f,6,t,Private room in serviced apartment,Private room,1,1,1,$300.00,2,365,2,2,1125,1125,2,1125,,t,347,16,4.56,t,5,1
city scrape,within an hour,100%,t,32,t,Entire vacation home,Entire home/apt,8,3,5,"$1,483.00",1,1125,1,3,1125,1125,1.7,1125,,t,343,25,4.88,t,23,23
city scrape,within an hour,100%,t,36,t,Shipping container,Entire home/apt,2,1,1,$450.00,1,365,1,1,365,365,1,365,,t,349,28,4.71,f,36,36
city scrape,within an hour,97%,t,19,t,Entire loft,Entire home/apt,3,1,2,$741.00,2,1125,1,2,1125,1125,2,1125,,t,294,49,4.92,f,19,19
city scrape,within an hour,100%,t,216,t,Entire condo,Entire home/apt,4,,2,$650.00,1,365,1,1,365,365,1,365,,t,322,30,4.7,t,25,25
city scrape,N/A,100%,f,1,t,Private room in condo,Private room,4,,2,$800.00,2,365,2,2,365,365,2,365,,t,358,25,4.96,f,1,0
city scrape,within an hour,100%,t,216,t,Entire condo,Entire home/apt,4,,2,$551.00,1,365,1,1,365,365,1,365,,t,351,42,4.86,t,25,25
city scrape,within an hour,100%,t,216,t,Entire condo,Entire home/apt,4,,2,$551.00,1,365,1,1,365,365,1,365,,t,352,40,4.8,t,25,25
city scrape,a few days or more,N/A,f,1,t,Entire vacation home,Entire home/apt,4,2,2,"$4,999.00",3,1125,3,3,1125,1125,3,1125,,t,88,0,,f,1,1
city scrape,within an hour,100%,t,216,t,Entire condo,Entire home/apt,2,,1,$550.00,1,365,1,1,365,365,1,365,,t,353,40,4.93,t,25,25
city scrape,within an hour,94%,t,5,t,Entire condo,Entire home/apt,10,4,5,"$3,800.00",2,1125,2,2,1125,1125,2,1125,,t,325,18,4.94,t,5,5
previous scrape,within a day,N/A,f,1,t,Entire condo,Entire home/apt,4,2,2,"$2,800.00",5,15,5,5,15,15,5,15,,t,0,0,,f,1,1
city scrape,within an hour,99%,t,17,t,Entire condo,Entire home/apt,10,3,5,"$2,250.00",2,90,2,3,1125,1125,2.1,1125,,t,146,25,4.92,f,17,17
city scrape,within a few hours,71%,f,14,t,Private room in home,Private room,2,,1,$290.00,1,365,1,1,365,365,1,365,,t,297,10,4.9,f,14,1
city scrape,N/A,100%,f,1,t,Entire condo,Entire home/apt,2,1,1,"$5,953.00",2,4,2,2,4,4,2,4,,t,89,1,4,t,1,1
city scrape,within an hour,99%,t,3,t,Entire vacation home,Entire home/apt,4,2,2,"$1,541.00",2,730,2,2,1125,1125,2,1125,,t,321,26,4.92,t,2,2
city scrape,within an hour,97%,f,1,t,Private room in serviced apartment,Private room,2,1,1,$450.00,1,1125,1,1,1125,1125,1,1125,,t,353,16,4.44,f,1,0
city scrape,within an hour,99%,f,11,t,Private room in serviced apartment,Private room,2,1,1,$650.00,1,1125,1,1,1125,1125,1,1125,,t,82,1,5,f,11,3
city scrape,within an hour,68%,t,1,t,Entire serviced apartment,Entire home/apt,4,2,3,"$1,150.00",2,1125,2,2,1125,1125,2,1125,,t,362,9,5,f,1,1
city scrape,within an hour,86%,f,1,t,Private room in casa particular,Private room,1,,1,$590.00,1,3,1,1,1125,1125,1,1125,,t,53,4,4.5,f,1,0
city scrape,within an hour,94%,t,1,t,Entire condo,Entire home/apt,3,2,2,"$1,214.00",2,365,2,2,365,365,2,365,,t,66,20,5,f,1,1
city scrape,within an hour,100%,t,1,t,Entire loft,Entire home/apt,3,1,2,$866.00,1,1125,1,1,1125,1125,1,1125,,t,213,31,4.9,t,1,1
city scrape,within an hour,94%,f,5,t,Private room in serviced apartment,Private room,2,1,1,"$1,150.00",1,365,1,1,365,365,1,365,,t,344,53,4.74,f,5,1
city scrape,within an hour,97%,t,14,t,Entire condo,Entire home/apt,6,2,4,$741.00,1,60,1,5,1125,1125,1.2,1125,,t,89,29,4.86,f,12,12
city scrape,within a few hours,100%,f,5,t,Private room,Private room,1,,1,$260.00,7,1125,7,7,1125,1125,7,1125,,t,364,5,4.8,t,5,2
city scrape,within a day,90%,f,6,t,Private room in home,Private room,1,,1,$300.00,30,365,30,30,365,365,30,365,,t,365,1,5,f,5,0
city scrape,within a day,90%,f,6,t,Private room in home,Private room,1,,1,$300.00,30,365,30,30,365,365,30,365,,t,365,0,,f,5,0
city scrape,within a few hours,100%,f,5,t,Private room in condo,Private room,2,,1,$260.00,3,1125,3,3,1125,1125,3,1125,,t,364,2,5,t,5,2
city scrape,within a few hours,100%,f,5,t,Private room in condo,Private room,2,,1,$260.00,7,1125,7,7,1125,1125,7,1125,,t,342,6,4.83,t,5,2
previous scrape,within an hour,92%,f,5,t,Entire condo,Entire home/apt,7,3,4,$600.00,1,365,1,1,365,365,1,365,,t,0,1,5,f,3,3
city scrape,within a few hours,100%,f,2,f,Entire condo,Entire home/apt,5,1,2,$750.00,2,1125,2,2,1125,1125,2,1125,,t,264,8,4.88,t,2,2
city scrape,N/A,100%,f,1,t,Entire rental unit,Entire home/apt,2,2,1,$800.00,3,7,3,3,1125,1125,3,1125,,t,318,0,,f,1,1
city scrape,within an hour,100%,t,2,t,Entire condo,Entire home/apt,6,3,3,"$1,809.00",1,1125,1,2,1125,1125,1.3,1125,,t,234,38,4.95,f,2,2
city scrape,within a few hours,100%,f,2,t,Entire condo,Entire home/apt,8,3,8,"$1,787.00",5,1125,5,7,1125,1125,5.1,1125,,t,307,1,5,f,1,1
city scrape,within an hour,99%,t,1,t,Private room in rental unit,Private room,1,,1,$633.00,2,1125,2,2,1125,1125,2,1125,,t,154,39,4.87,t,1,0
previous scrape,N/A,25%,f,2,t,Entire condo,Entire home/apt,7,3,4,"$9,000.00",1,365,1,1,365,365,1,365,,f,0,1,5,f,1,1
city scrape,within an hour,98%,t,1,t,Entire loft,Entire home/apt,2,1,2,"$1,554.00",1,92,1,1,1125,1125,1,1125,,t,320,17,4.94,f,1,1
city scrape,within an hour,99%,t,2,t,Entire home,Entire home/apt,4,2,2,$895.00,3,365,3,3,365,365,3,365,,t,334,25,4.84,f,2,2
city scrape,within an hour,100%,t,1,t,Entire condo,Entire home/apt,4,2,2,"$1,100.00",1,365,1,1,365,365,1,365,,t,263,36,5,t,1,1
city scrape,within a few hours,100%,t,1,t,Entire serviced apartment,Entire home/apt,3,2,2,"$1,449.00",2,365,2,2,365,365,2,365,,t,361,10,5,f,1,1
city scrape,within a few hours,88%,f,2,t,Private room in condo,Private room,1,,1,$664.00,5,91,5,5,1125,1125,5,1125,,t,179,0,,f,1,0
city scrape,within an hour,100%,t,2,t,Entire rental unit,Entire home/apt,2,1,1,$550.00,180,500,180,180,500,500,180,500,,t,158,0,,f,2,2
previous scrape,N/A,50%,f,2,t,Entire rental unit,Entire home/apt,4,2,2,"$2,000.00",4,365,4,4,365,365,4,365,,t,0,0,,f,2,1
city scrape,within an hour,100%,t,216,t,Entire condo,Entire home/apt,2,,1,$439.00,1,365,1,1,365,365,1,365,,t,352,47,4.53,t,25,25
city scrape,within an hour,100%,t,216,t,Entire condo,Entire home/apt,2,,1,$526.00,1,365,1,1,365,365,1,365,,t,354,53,4.68,t,25,25
city scrape,within a few hours,100%,t,1,t,Entire serviced apartment,Entire home/apt,4,2,2,$919.00,2,1125,2,2,1125,1125,2,1125,,t,295,26,4.92,f,1,1
city scrape,within an hour,100%,t,216,t,Entire condo,Entire home/apt,4,,2,$650.00,1,365,1,1,365,365,1,365,,t,356,54,4.81,t,25,25
city scrape,N/A,100%,f,1,t,Entire rental unit,Entire home/apt,2,1,1,$950.00,12,365,12,12,1125,1125,12,1125,,t,362,1,5,t,1,1
city scrape,within a few hours,60%,f,98,t,Private room in casa particular,Private room,4,,4,$400.00,7,365,7,7,365,365,7,365,,t,364,1,2,f,97,0
city scrape,within an hour,100%,t,216,t,Entire condo,Entire home/apt,4,,2,$550.00,1,365,1,1,365,365,1,365,,t,307,29,4.83,t,25,25
city scrape,within an hour,100%,t,32,t,Entire vacation home,Entire home/apt,8,3,5,"$1,474.00",2,365,1,2,1125,1125,1.6,1125,,t,335,31,4.77,t,23,23
city scrape,within an hour,100%,t,23,t,Entire loft,Entire home/apt,2,1,1,$775.00,1,1125,1,7,60,1125,1.6,1024.6,,t,105,33,4.85,t,23,23
city scrape,within an hour,100%,t,216,t,Entire condo,Entire home/apt,4,,2,$650.00,1,365,1,1,365,365,1,365,,t,342,38,4.82,t,25,25
city scrape,within an hour,100%,t,3,t,Entire home,Entire home/apt,5,2,3,"$1,084.00",2,365,2,2,1125,1125,2,1125,,t,348,34,4.91,t,3,1
previous scrape,within an hour,100%,t,18,t,Entire serviced apartment,Entire home/apt,2,1,1,"$1,100.00",7,365,7,7,365,365,7,365,,t,0,0,,t,15,14
city scrape,within an hour,100%,t,23,t,Entire loft,Entire home/apt,2,1,1,$725.00,1,1125,1,7,60,1125,2.1,921.8,,t,107,14,4.57,t,23,23
city scrape,within an hour,100%,t,2,t,Entire rental unit,Entire home/apt,6,3,3,"$2,546.00",2,7,2,2,1125,1125,2,1125,,t,280,39,4.85,f,1,1
city scrape,within an hour,100%,t,23,t,Entire loft,Entire home/apt,2,1,1,$519.00,1,1125,1,7,60,1125,1.6,1024.6,,t,168,31,4.77,t,23,23
city scrape,within an hour,100%,t,23,t,Entire loft,Entire home/apt,2,1,1,$855.00,1,1125,1,7,60,1125,1.6,1024.6,,t,130,33,4.97,t,23,23
city scrape,within an hour,100%,t,1,t,Entire condo,Entire home/apt,4,2,3,"$1,244.00",1,1125,1,3,1125,1125,1.1,1125,,t,186,32,4.88,t,1,1
city scrape,within an hour,100%,t,23,t,Entire loft,Entire home/apt,2,1,1,$880.00,1,1125,1,7,60,1125,1.6,1024.6,,t,48,4,5,f,23,23
city scrape,within an hour,95%,t,1,t,Entire condo,Entire home/apt,4,1,3,$700.00,2,1125,1,2,1125,1125,1.6,1125,,t,146,13,4.85,f,1,1
city scrape,within an hour,100%,,11,t,Entire condo,Entire home/apt,2,1,1,$622.00,3,15,3,3,1125,1125,3,1125,,t,321,28,4.89,f,10,8
city scrape,within an hour,100%,t,6,t,Entire rental unit,Entire home/apt,2,1,1,$540.00,2,365,2,2,1125,1125,2,1125,,t,172,34,4.79,f,6,6
